Origin_Date,Current_Price,Current_Open,Current_High,Current_Low,Current_Volume,Price_Lag1,Price_Lag2,Current_CHG,MA_7,MA_30,Volatility_7,Volatility_30,Momentum_7,Momentum_30,USD_Index_Return_Lag1,US10Y_Real_Yield_Change_Lag1,Target_Date,Target_Next_Return,Target_Next_Price,Split
2014-03-14,30719,30730,30849,30610,19040,30697.0,30627.0,0.0007166824119619886,30502.0,30424.366666666665,0.02344087003825893,0.018095886485267505,-0.050446663163426164,0.04195780476222777,-0.002909106307298126,-0.050000000000000044,2014-03-17,-0.005273609166965065,30557.0,Train
2014-03-17,30557,30699,30710,30525,5190,30719.0,30697.0,-0.005273609166965065,30522.14285714286,30449.966666666667,0.004065401572853781,0.01805696094783312,0.0046357180431351175,0.02578132867837124,0.0005924371889172164,-0.010000000000000009,2014-03-18,-0.005497921916418513,30389.0,Train
2014-03-18,30389,30511,30511,30311,15940,30557.0,30719.0,-0.005497921916418513,30533.85714285714,30478.466666666667,0.004445665410553115,0.01800960296455315,0.0027056455604315133,0.02894968510868834,0.0005924371889172164,0.040000000000000036,2014-03-19,-0.0072394616473066,30169.0,Train
2014-03-19,30169,30392,30416,30122,13680,30389.0,30557.0,-0.0072394616473066,30511.285714285714,30493.466666666667,0.005289564904200532,0.018045048099689345,-0.005209878985722338,0.015141828459907858,0.00021327843977791971,-0.020000000000000018,2014-03-20,-0.008120918823958378,29924.0,Train
2014-03-20,29924,30110,30168,29885,14010,30169.0,30389.0,-0.008120918823958378,30440.285714285714,30516.566666666666,0.0056238082874532575,0.01783657976292408,-0.016337398507609846,0.023707707570729708,0.0011892246276645757,0.12,2014-03-21,-0.002472931426279912,29850.0,Train
2014-03-21,29850,29893,30038,29817,11960,29924.0,30169.0,-0.002472931426279912,30329.285714285714,30534.566666666666,0.003970898615171681,0.017843932677394883,-0.025369771770006877,0.0184237461617196,0.006605548915392889,0.040000000000000036,2014-03-24,-0.02237855946398659,29182.0,Train
2014-03-24,29182,29810,29810,29141,18000,29850.0,29924.0,-0.02237855946398659,30112.85714285714,30524.933333333334,0.007335562550689705,0.018308722774681995,-0.04935335700557053,-0.009806250212072931,-0.0015147591648718706,-0.050000000000000044,2014-03-25,-0.007230484545267646,28971.0,Train
2014-03-25,28971,29230,29317,28931,20330,29182.0,29850.0,-0.007230484545267646,29863.14285714286,30501.633333333335,0.006473922946268111,0.018304523058289463,-0.05690289397441328,-0.023559150657229577,-0.0010089115246793012,-0.020000000000000018,2014-03-26,-0.012978495737116402,28595.0,Train
2014-03-26,28595,29020,29043,28335,16650,28971.0,29182.0,-0.012978495737116402,29582.85714285714,30464.866666666665,0.006525180540599237,0.01843919763750937,-0.06420787380960169,-0.03714054818506296,-0.0012779788727191876,0.020000000000000018,2014-03-27,-0.002587865011365653,28521.0,Train
2014-03-27,28521,28631,28740,28351,17230,28595.0,28971.0,-0.002587865011365653,29316.0,30424.7,0.006898500248070872,0.018437005817296348,-0.06146961071440327,-0.040536903720648554,-0.0011602117122210265,-0.040000000000000036,2014-03-28,-0.0030503839276322386,28434.0,Train
2014-03-28,28434,28488,28630,28213,18090,28521.0,28595.0,-0.0030503839276322386,29068.14285714286,30374.766666666666,0.0072495723164869635,0.01837493998665955,-0.05750936391660311,-0.050046772684752105,-0.0020798048411000414,-0.009999999999999898,2014-03-31,0.001266089892382416,28470.0,Train
2014-03-31,28470,28427,28778,28340,12650,28434.0,28521.0,0.001266089892382416,28860.428571428572,30301.633333333335,0.008125657731671234,0.017719484167310704,-0.04858976072717547,-0.07154969997391081,0.00039011358878005,0.039999999999999925,2014-04-01,-0.012434141201264515,28116.0,Train
2014-04-01,28116,28432,28507,28058,8840,28470.0,28434.0,-0.012434141201264515,28612.714285714286,30213.3,0.00806005614742441,0.017779871111728317,-0.05809045226130649,-0.08613404407462788,-0.0013256570267770051,0.0,2014-04-02,0.010243277848911658,28404.0,Train
2014-04-02,28404,28035,28470,27361,480,28116.0,28470.0,0.010243277848911658,28501.571428571428,30136.366666666665,0.008118572238018271,0.017939448654931207,-0.026660270029470245,-0.07514977858817395,-0.001260568401752149,0.030000000000000027,2014-04-03,0.0019715533023518805,28460.0,Train
2014-04-03,28460,28500,28699,28365,110,28404.0,28116.0,0.0019715533023518805,28428.571428571428,30064.766666666666,0.008219543074267506,0.017956409780298874,-0.017638327983155566,-0.07017773131207528,0.0019750457904645913,0.050000000000000044,2014-04-04,0.0020730850316232896,28519.0,Train
2014-04-04,28519,28400,28885,28400,190,28460.0,28404.0,0.0020730850316232896,28417.714285714286,29992.833333333332,0.006884961227367359,0.017954867110705753,-0.0026578073089701393,-0.07034586172050727,0.0021386847459927694,-0.020000000000000018,2014-04-05,0.0010519302920859452,28549.0,Train
2014-04-05,28549,28549,28549,28549,0,28519.0,28460.0,0.0010519302920859452,28421.714285714286,29913.566666666666,0.006825833815433329,0.017859322157881802,0.0009817327583183655,-0.07689074271672003,-0.003099077365837144,-0.050000000000000044,2014-04-07,0.0008756874146205185,28574.0,Train
2014-04-07,28574,28599,28643,28481,10450,28549.0,28519.0,0.0008756874146205185,28441.714285714286,29833.633333333335,0.006677750356767014,0.01785520137442192,0.00492368291482026,-0.0774247707606871,-0.003099077365837144,-0.050000000000000044,2014-04-08,0.006299433051025316,28754.0,Train
2014-04-08,28754,28639,28842,28639,5740,28574.0,28549.0,0.006299433051025316,28482.285714285714,29765.1,0.007008993945882172,0.017918993976346394,0.009975412715138798,-0.06673158065563134,-0.0013903762612887949,-0.020000000000000018,2014-04-09,-0.0015302218821728886,28710.0,Train
2014-04-09,28710,28754,28856,28653,12120,28754.0,28574.0,-0.0015302218821728886,28567.14285714286,29694.133333333335,0.003960192819958349,0.017910002450451042,0.021126760563380254,-0.06903596095852649,-0.004572310419702408,-0.010000000000000009,2014-04-10,0.013375130616509967,29094.0,Train
2014-04-10,29094,28757,29119,28757,13700,28710.0,28754.0,0.013375130616509967,28665.714285714286,29642.8,0.004964699724982614,0.018111484681283405,0.024292353189691696,-0.05027094078474892,0.0001462770358933163,-0.010000000000000009,2014-04-11,-0.0003093421323984158,29085.0,Train
2014-04-11,29085,29090,29162,28973,10530,29094.0,28710.0,-0.0003093421323984158,28755.0,29543.933333333334,0.005148969623661238,0.015708379417900244,0.02196064652143348,-0.09254001435212633,-0.0017006221736364235,-0.05999999999999994,2014-04-14,0.009111225717723936,29350.0,Train
2014-04-14,29350,29095,29371,29095,6090,29085.0,29094.0,0.009111225717723936,28873.714285714286,29484.733333333334,0.00557975860624426,0.015079218982611473,0.02913846909078166,-0.05705840776199966,0.001360248865657221,-0.010000000000000009,2014-04-15,-0.0002725724020442577,29342.0,Train
